latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
21.746,-79.347,306.8,1.2,1.1,2017-06-01,0320,T,69,6.0NRT,292.6,8.6,N
21.759,-79.641,306.6,1.3,1.1,2017-06-01,0320,T,67,6.0NRT,293.4,8,N
36.357,-76.809,304,1.2,1.1,2017-06-01,0325,T,58,6.0NRT,291.5,7.1,N
41.634,-87.14,312.1,1.5,1.2,2017-06-01,0325,T,84,6.0NRT,288.7,23.5,N
19.163,-104.13,303.2,1.4,1.2,2017-06-01,0500,T,54,6.0NRT,291.3,7.3,N
19.961,-104.88,313.5,1.5,1.2,2017-06-01,0500,T,87,6.0NRT,293.3,19.9,N
20.007,-104.802,306.7,1.5,1.2,2017-06-01,0500,T,69,6.0NRT,293.7,10,N
20.269,-104.89,309,1.5,1.2,2017-06-01,0500,T,76,6.0NRT,288.9,17.2,N
20.513,-103.466,312.9,1.2,1.1,2017-06-01,0500,T,86,6.0NRT,291.6,15.6,N
20.511,-103.477,303.8,1.2,1.1,2017-06-01,0500,T,57,6.0NRT,291.2,7.6,N
20.875,-103.385,307.5,1.2,1.1,2017-06-01,0500,T,72,6.0NRT,293.6,9.2,N
20.775,-104.007,305.9,1.3,1.1,2017-06-01,0500,T,66,6.0NRT,291.4,10.4,N
21.008,-103.438,305.6,1.2,1.1,2017-06-01,0500,T,63,6.0NRT,294.2,6.8,N
21.013,-103.434,314.4,1.2,1.1,2017-06-01,0500,T,89,6.0NRT,295.3,14.4,N
20.976,-103.971,301.8,1.3,1.1,2017-06-01,0500,T,41,6.0NRT,291.5,6,N
21.19,-103.911,309.1,1.2,1.1,2017-06-01,0500,T,61,6.0NRT,288.7,12.3,N
21.187,-103.935,307.5,1.2,1.1,2017-06-01,0500,T,42,6.0NRT,289.4,10.7,N
21.27,-103.538,305.8,1.2,1.1,2017-06-01,0500,T,66,6.0NRT,289.5,9.4,N
21.272,-103.544,300.4,1.2,1.1,2017-06-01,0500,T,23,6.0NRT,289.2,5.6,N
21.263,-103.907,334.6,1.2,1.1,2017-06-01,0500,T,100,6.0NRT,291.1,49,N
21.261,-103.921,302.9,1.2,1.1,2017-06-01,0500,T,38,6.0NRT,291.5,7,N
21.287,-104.2,313.7,1.3,1.1,2017-06-01,0500,T,88,6.0NRT,290.5,18.1,N
21.286,-104.211,310.3,1.3,1.1,2017-06-01,0500,T,80,6.0NRT,288,14.8,N
21.303,-104.423,306.1,1.3,1.1,2017-06-01,0500,T,52,6.0NRT,292.4,8.7,N
21.307,-104.461,306.5,1.3,1.1,2017-06-01,0500,T,43,6.0NRT,289.5,11.1,N
21.289,-104.808,301.9,1.4,1.2,2017-06-01,0500,T,45,6.0NRT,288.7,9.2,N
21.793,-103.672,301.3,1.2,1.1,2017-06-01,0500,T,40,6.0NRT,290.7,5.9,N
21.649,-104.743,305.9,1.4,1.2,2017-06-01,0500,T,66,6.0NRT,291.2,11.6,N
21.812,-103.878,307.7,1.2,1.1,2017-06-01,0500,T,72,6.0NRT,288.4,12.1,N
21.751,-104.255,312.7,1.3,1.1,2017-06-01,0500,T,85,6.0NRT,287.3,18.2,N
21.749,-104.269,316.8,1.3,1.1,2017-06-01,0500,T,94,6.0NRT,289.6,22.5,N
21.768,-104.21,307.2,1.3,1.1,2017-06-01,0500,T,71,6.0NRT,287.5,12.7,N
21.767,-104.221,305.7,1.3,1.1,2017-06-01,0500,T,65,6.0NRT,287.3,11.3,N
21.778,-104.212,319.5,1.3,1.1,2017-06-01,0500,T,99,6.0NRT,289,25.6,N
21.911,-103.964,334.8,1.2,1.1,2017-06-01,0500,T,100,6.0NRT,290.4,47.4,N
21.909,-103.977,308.8,1.2,1.1,2017-06-01,0500,T,43,6.0NRT,290.2,10.4,N
21.986,-103.947,316.4,1.2,1.1,2017-06-01,0500,T,93,6.0NRT,287.6,20.7,N
21.984,-103.959,325.5,1.2,1.1,2017-06-01,0500,T,100,6.0NRT,288.3,32.5,N
21.982,-103.972,304.2,1.2,1.1,2017-06-01,0500,T,59,6.0NRT,288.9,8.7,N
21.98,-103.985,304.6,1.2,1.1,2017-06-01,0500,T,61,6.0NRT,289.6,8.6,N
21.897,-104.487,301.6,1.3,1.1,2017-06-01,0500,T,24,6.0NRT,290.3,5.5,N
22.88,-99.357,328,1.1,1,2017-06-01,0500,T,100,6.0NRT,278.1,31.1,N
22.282,-104.209,305.9,1.2,1.1,2017-06-01,0500,T,66,6.0NRT,288.1,10.7,N
22.281,-104.221,300.5,1.2,1.1,2017-06-01,0500,T,28,6.0NRT,287.4,7,N
22.423,-104.603,304,1.3,1.1,2017-06-01,0500,T,35,6.0NRT,293.4,6.9,N
22.421,-104.615,303.7,1.3,1.1,2017-06-01,0500,T,49,6.0NRT,293.2,7.4,N
22.419,-104.626,303.9,1.3,1.1,2017-06-01,0500,T,29,6.0NRT,292.4,7.7,N
22.711,-104.6,309.1,1.3,1.1,2017-06-01,0500,T,69,6.0NRT,293,11.9,N
22.824,-104.474,301.9,1.3,1.1,2017-06-01,0500,T,38,6.0NRT,289,7.3,N
22.901,-105.061,303.1,1.4,1.2,2017-06-01,0500,T,53,6.0NRT,291.4,8.7,N
23.03,-105.094,302.7,1.4,1.2,2017-06-01,0500,T,51,6.0NRT,291.8,7.7,N
24.518,-106.54,305.8,1.6,1.2,2017-06-01,0500,T,66,6.0NRT,292.7,12.2,N
25.27,-106.414,316.1,1.5,1.2,2017-06-01,0500,T,93,6.0NRT,285.4,29.4,N
25.507,-106.516,300.8,1.5,1.2,2017-06-01,0500,T,22,6.0NRT,287,10.3,N
26.007,-106.707,301.4,1.5,1.2,2017-06-01,0500,T,29,6.0NRT,283.4,12,N
25.992,-107.106,300.9,1.6,1.3,2017-06-01,0500,T,34,6.0NRT,288.2,10.8,N
26.375,-106.764,301.3,1.5,1.2,2017-06-01,0500,T,40,6.0NRT,288.4,10.6,N
26.706,-107.703,306.2,1.7,1.3,2017-06-01,0500,T,55,6.0NRT,293.7,12.6,N
26.704,-107.716,308.1,1.7,1.3,2017-06-01,0500,T,74,6.0NRT,291.4,16.7,N
26.842,-107.406,300.7,1.6,1.3,2017-06-01,0500,T,32,6.0NRT,285,13.4,N
27.62,-108.213,300.3,1.8,1.3,2017-06-01,0500,T,23,6.0NRT,287.4,12.3,N
28.067,-107.811,302,1.6,1.3,2017-06-01,0500,T,46,6.0NRT,285.1,15.2,N
29.368,-108.432,307,1.7,1.3,2017-06-01,0500,T,64,6.0NRT,290.7,15.4,N
29.365,-108.449,306.3,1.7,1.3,2017-06-01,0500,T,56,6.0NRT,290.2,14.4,N
29.379,-108.436,303.1,1.7,1.3,2017-06-01,0500,T,2,6.0NRT,291,9.1,N
29.811,-107.985,300.5,1.6,1.2,2017-06-01,0500,T,28,6.0NRT,287.8,9.4,N
30.491,-109.628,305.3,1.9,1.4,2017-06-01,0500,T,64,6.0NRT,289.5,17.8,N
30.495,-109.635,309,1.9,1.4,2017-06-01,0500,T,76,6.0NRT,290.2,25.4,N
42.683,-111.586,323.1,1.4,1.2,2017-06-01,0505,T,100,6.0NRT,285.3,36.9,N
42.68,-111.602,317.1,1.4,1.2,2017-06-01,0505,T,94,6.0NRT,283.6,27.7,N
42.301,-83.153,310.5,1,1,2017-06-01,0735,A,80,6.0NRT,285.8,12.2,N
41.464,-81.669,304.1,1.1,1,2017-06-01,0735,A,58,6.0NRT,285.6,8.4,N
40.834,-79.935,301.6,1.3,1.1,2017-06-01,0735,A,43,6.0NRT,283.2,10.6,N
41.371,-84.913,301.8,1,1,2017-06-01,0735,A,44,6.0NRT,284.6,7.9,N
41.48,-90.822,300.1,1.8,1.3,2017-06-01,0735,A,16,6.0NRT,282.2,17.1,N
19.34,-155.056,310.4,1.7,1.3,2017-06-01,0815,T,71,6.0NRT,292.7,20.5,N
19.352,-155.047,322.2,1.7,1.3,2017-06-01,0815,T,100,6.0NRT,293.2,42.6,N
19.349,-155.063,320.8,1.7,1.3,2017-06-01,0815,T,100,6.0NRT,291.2,39.9,N
19.373,-155.065,325.3,1.7,1.3,2017-06-01,0815,T,100,6.0NRT,289.8,53,N
19.402,-155.29,318.7,1.8,1.3,2017-06-01,0815,T,97,6.0NRT,284.1,44.7,N
29.371,-108.432,302,1.3,1.1,2017-06-01,0920,A,42,6.0NRT,286.9,7.7,N
28.628,-110.177,302.5,1.1,1,2017-06-01,0920,A,50,6.0NRT,289.2,7,N
28.626,-110.166,306.2,1.1,1,2017-06-01,0920,A,67,6.0NRT,288.8,9.5,N
19.383,-155.051,308.8,3.1,1.7,2017-06-01,1240,A,58,6.0NRT,287.7,54.4,N
19.415,-155.29,324.9,3,1.7,2017-06-01,1240,A,100,6.0NRT,284.8,127.6,N
19.41,-155.262,334.8,3,1.7,2017-06-01,1240,A,100,6.0NRT,284.9,191.5,N
19.383,-155.055,310,3.1,1.7,2017-06-01,1240,A,50,6.0NRT,287.7,57.5,N
19.414,-155.295,314.2,3,1.7,2017-06-01,1240,A,85,6.0NRT,284.4,76.7,N
19.408,-155.266,340.6,3,1.7,2017-06-01,1240,A,100,6.0NRT,285.6,237.3,N
20.227,-74.326,319,1.1,1,2017-06-01,1530,T,68,6.0NRT,302.2,10.5,D
20.451,-76.188,322.6,1.4,1.2,2017-06-01,1530,T,46,6.0NRT,303.9,13,D
24.775,-106.198,330,3.8,1.8,2017-06-01,1710,T,75,6.0NRT,302.4,139.2,D
23.095,-104.702,326.8,2.8,1.6,2017-06-01,1710,T,55,6.0NRT,310.4,45.7,D
21.929,-98.137,317.5,1,1,2017-06-01,1710,T,62,6.0NRT,294.7,9,D
21.757,-104.212,333.7,2.5,1.5,2017-06-01,1710,T,79,6.0NRT,308.5,74.1,D
21.762,-104.217,332.3,2.5,1.5,2017-06-01,1710,T,73,6.0NRT,307.7,67.5,D
21.376,-104.668,335.7,2.6,1.6,2017-06-01,1710,T,81,6.0NRT,313,70.9,D
21.289,-104.203,326.4,2.4,1.5,2017-06-01,1710,T,41,6.0NRT,309.8,44.6,D
21.371,-104.676,333.2,2.6,1.6,2017-06-01,1710,T,74,6.0NRT,313.1,56.1,D
20.877,-100.891,329.7,1.4,1.2,2017-06-01,1710,T,73,6.0NRT,310.3,19,D
21.197,-103.924,322.2,2.3,1.5,2017-06-01,1710,T,26,6.0NRT,306.6,25.3,D
21.117,-103.168,329,2,1.4,2017-06-01,1710,T,71,6.0NRT,307.5,31.3,D
21.069,-102.832,336.8,1.9,1.3,2017-06-01,1710,T,82,6.0NRT,306.6,54,D
21.067,-102.814,334.4,1.9,1.3,2017-06-01,1710,T,79,6.0NRT,306.1,45.6,D
21.115,-103.174,328,2,1.4,2017-06-01,1710,T,67,6.0NRT,307.3,28,D
21.074,-102.819,338.9,1.9,1.3,2017-06-01,1710,T,84,6.0NRT,307.8,63.5,D
21.187,-103.931,324.5,2.3,1.5,2017-06-01,1710,T,48,6.0NRT,305.3,32.3,D
21.046,-103.006,330,2,1.4,2017-06-01,1710,T,72,6.0NRT,308.7,28.9,D
21.11,-104.227,324.7,2.4,1.5,2017-06-01,1710,T,43,6.0NRT,309.5,27.1,D
21.115,-104.232,326.6,2.4,1.5,2017-06-01,1710,T,64,6.0NRT,309.6,38.5,D
20.771,-104.191,327.6,2.4,1.5,2017-06-01,1710,T,70,6.0NRT,312.7,28.6,D
20.444,-104.029,327.3,2.3,1.5,2017-06-01,1710,T,53,6.0NRT,312.1,31.6,D
20.205,-104.345,332.2,2.4,1.5,2017-06-01,1710,T,80,6.0NRT,313.1,53.1,D
20.224,-105.364,323.5,2.9,1.6,2017-06-01,1710,T,64,6.0NRT,304.1,48.4,D
20.222,-105.37,321.2,2.9,1.6,2017-06-01,1710,T,60,6.0NRT,304.3,38.7,D
20.148,-104.925,332.2,2.6,1.6,2017-06-01,1710,T,80,6.0NRT,302.3,88.2,D
20.146,-104.902,340.8,2.6,1.6,2017-06-01,1710,T,88,6.0NRT,306.9,140.2,D
19.589,-100.847,322.4,1.3,1.1,2017-06-01,1710,T,54,6.0NRT,298.8,13.2,D
20.002,-104.729,320.8,2.5,1.5,2017-06-01,1710,T,63,6.0NRT,303.3,34.5,D
19.963,-104.886,324.1,2.6,1.6,2017-06-01,1710,T,71,6.0NRT,304.5,36.2,D
19.96,-104.861,328.9,2.6,1.5,2017-06-01,1710,T,78,6.0NRT,304.6,59,D
19.323,-102.122,320.5,1.6,1.2,2017-06-01,1710,T,58,6.0NRT,301.1,15.9,D
19.317,-102.167,322.9,1.6,1.2,2017-06-01,1710,T,67,6.0NRT,296.5,23.2,D
19.427,-103.193,321.4,1.9,1.4,2017-06-01,1710,T,43,6.0NRT,302.6,19.1,D
19.574,-104.905,329.9,2.6,1.5,2017-06-01,1710,T,78,6.0NRT,302.7,62.1,D
19.096,-100.898,322.3,1.3,1.1,2017-06-01,1710,T,55,6.0NRT,301.2,9,D
19.568,-104.913,333,2.6,1.5,2017-06-01,1710,T,81,6.0NRT,302.6,80.2,D
19.318,-103.948,321.9,2.2,1.4,2017-06-01,1710,T,61,6.0NRT,300.9,32,D
19.389,-104.868,323.5,2.5,1.5,2017-06-01,1710,T,66,6.0NRT,301.2,34.6,D
19.373,-104.718,320.5,2.5,1.5,2017-06-01,1710,T,52,6.0NRT,298,29.3,D
19.383,-104.875,321.4,2.5,1.5,2017-06-01,1710,T,57,6.0NRT,301.9,27.2,D
19.366,-104.726,320.6,2.5,1.5,2017-06-01,1710,T,55,6.0NRT,300.9,32.3,D
19.064,-102.726,331.4,1.7,1.3,2017-06-01,1710,T,78,6.0NRT,303.5,28.7,D
19.26,-104.472,320.9,2.4,1.5,2017-06-01,1710,T,44,6.0NRT,300.5,23.5,D
19.155,-104.127,319.6,2.2,1.4,2017-06-01,1710,T,49,6.0NRT,300.1,29.7,D
18.934,-102.6,328.2,1.7,1.3,2017-06-01,1710,T,51,6.0NRT,304.4,18.6,D
18.615,-102.792,328.2,1.7,1.3,2017-06-01,1710,T,66,6.0NRT,304.2,28.6,D
18.613,-102.775,327.8,1.7,1.3,2017-06-01,1710,T,52,6.0NRT,302.3,28.7,D
18.605,-102.784,334.1,1.7,1.3,2017-06-01,1710,T,82,6.0NRT,303.3,49.8,D
18.359,-101.096,323.7,1.3,1.1,2017-06-01,1710,T,62,6.0NRT,304.1,9.9,D
18.27,-102.009,319.9,1.5,1.2,2017-06-01,1710,T,49,6.0NRT,299.9,11.3,D
18.237,-102.102,320.8,1.5,1.2,2017-06-01,1710,T,55,6.0NRT,299.8,10.9,D
18.233,-102.095,320,1.5,1.2,2017-06-01,1710,T,61,6.0NRT,299.9,11.4,D
18.247,-102.672,320.4,1.7,1.3,2017-06-01,1710,T,43,6.0NRT,298.5,14.1,D
18.202,-102.291,321,1.6,1.2,2017-06-01,1710,T,52,6.0NRT,299.5,13.1,D
18.171,-102.042,320.8,1.5,1.2,2017-06-01,1710,T,58,6.0NRT,299.6,15.5,D
18.075,-101.576,332.3,1.4,1.2,2017-06-01,1710,T,82,6.0NRT,304.4,24.8,D
18.074,-101.563,343.4,1.4,1.2,2017-06-01,1710,T,91,6.0NRT,305.5,52.3,D
18.137,-102.232,330,1.6,1.2,2017-06-01,1710,T,79,6.0NRT,297,32.3,D
18.106,-102.075,323.1,1.5,1.2,2017-06-01,1710,T,70,6.0NRT,298.7,16.9,D
18.037,-101.528,326.9,1.4,1.2,2017-06-01,1710,T,56,6.0NRT,304.9,12.5,D
18.178,-102.953,318.8,1.8,1.3,2017-06-01,1710,T,46,6.0NRT,297.7,16.1,D
18.176,-102.937,319.3,1.8,1.3,2017-06-01,1710,T,49,6.0NRT,296.9,18.1,D
18.035,-101.976,320.5,1.5,1.2,2017-06-01,1710,T,66,6.0NRT,299.3,11,D
18.049,-102.265,321,1.6,1.2,2017-06-01,1710,T,39,6.0NRT,299,11.2,D
18.048,-102.251,327.8,1.6,1.2,2017-06-01,1710,T,77,6.0NRT,298.7,26.1,D
17.945,-101.438,321.4,1.4,1.2,2017-06-01,1710,T,54,6.0NRT,299.8,12.3,D
17.844,-101.448,323.9,1.4,1.2,2017-06-01,1710,T,64,6.0NRT,301.3,16.7,D
17.842,-101.436,328.2,1.4,1.2,2017-06-01,1710,T,80,6.0NRT,301.5,22.8,D
40.609,-85.082,315.8,1.7,1.3,2017-06-01,1705,T,60,6.0NRT,299.5,10.6,D
40.608,-85.068,320.4,1.7,1.3,2017-06-01,1705,T,70,6.0NRT,299.7,19.4,D
41.197,-90.433,323.3,1,1,2017-06-01,1705,T,45,6.0NRT,309.4,5.4,D
37.763,-89.376,319.4,1.2,1.1,2017-06-01,1705,T,65,6.0NRT,296.6,14.5,D
37.546,-103.177,319,3.2,1.7,2017-06-01,1705,T,61,6.0NRT,297.6,54.8,D
37.543,-103.14,320.6,3.2,1.7,2017-06-01,1705,T,74,6.0NRT,298.8,59.1,D
37.546,-103.146,322.2,3.2,1.7,2017-06-01,1705,T,76,6.0NRT,298.9,68.1,D
35.51,-91.803,315.9,1,1,2017-06-01,1705,T,76,6.0NRT,275.1,14.7,D
35.509,-91.792,327.7,1,1,2017-06-01,1705,T,85,6.0NRT,276.1,27.7,D
35.782,-97.642,331.6,1.4,1.2,2017-06-01,1705,T,83,6.0NRT,305.2,31.2,D
33.392,-97.87,320.5,1.3,1.1,2017-06-01,1705,T,46,6.0NRT,300.4,12,D
30.04,-98.834,326.6,1.4,1.2,2017-06-01,1705,T,80,6.0NRT,296,28.4,D
27.612,-98.585,327.4,1.2,1.1,2017-06-01,1705,T,78,6.0NRT,300.3,23,D
48.521,-97.724,313.5,2,1.4,2017-06-01,1700,T,29,6.0NRT,292.5,14.8,D
46.433,-91.614,335.1,1,1,2017-06-01,1700,T,88,6.0NRT,300.4,33.2,D
46.431,-91.6,314.9,1,1,2017-06-01,1700,T,67,6.0NRT,295.2,8.7,D
46.424,-91.616,333.2,1,1,2017-06-01,1700,T,87,6.0NRT,300.9,29.8,D
46.422,-91.603,317.7,1,1,2017-06-01,1700,T,75,6.0NRT,297.2,11,D
46.288,-96.178,325,1.6,1.2,2017-06-01,1700,T,75,6.0NRT,309,21.5,D
46.334,-98.914,326.9,2.2,1.4,2017-06-01,1700,T,67,6.0NRT,300.1,51.5,D
46.339,-98.95,352.8,2.2,1.4,2017-06-01,1700,T,0,6.0NRT,301.8,193.1,D
46.337,-98.921,340.6,2.2,1.4,2017-06-01,1700,T,68,6.0NRT,300.9,114.8,D
44.955,-89.728,311,1,1,2017-06-01,1700,T,58,6.0NRT,299.7,6.1,D
44.896,-89.524,312.5,1,1,2017-06-01,1700,T,63,6.0NRT,298,7.6,D
44.481,-87.93,311.9,1.1,1,2017-06-01,1700,T,46,6.0NRT,297,5.5,D
44.449,-88.921,311.8,1,1,2017-06-01,1700,T,54,6.0NRT,299.6,5.5,D
44.279,-88.51,313.6,1.1,1,2017-06-01,1700,T,51,6.0NRT,299.9,4.4,D
44.164,-87.94,312.1,1.1,1,2017-06-01,1700,T,48,6.0NRT,299.6,5.4,D
44.152,-88.476,315.3,1.1,1,2017-06-01,1700,T,49,6.0NRT,299.1,5.6,D
44.25,-91.502,313.4,1,1,2017-06-01,1700,T,28,6.0NRT,301.8,5.8,D
42.334,-85.286,311.7,1.5,1.2,2017-06-01,1700,T,37,6.0NRT,301,11.7,D
43.097,-89.533,316,1,1,2017-06-01,1700,T,27,6.0NRT,301.4,7,D
43.059,-89.297,313.7,1,1,2017-06-01,1700,T,39,6.0NRT,301.6,5.6,D
42.372,-89.026,314.1,1.1,1,2017-06-01,1700,T,31,6.0NRT,302.2,6,D
41.721,-85.924,313.7,1.4,1.2,2017-06-01,1700,T,47,6.0NRT,299.1,9.6,D
41.632,-87.139,324.3,1.3,1.1,2017-06-01,1700,T,46,6.0NRT,307.8,20.6,D
20.642,-74.964,332.6,1.4,1.2,2017-06-01,1835,A,82,6.0NRT,307.1,32.9,D
20.636,-74.97,327.5,1.4,1.2,2017-06-01,1835,A,67,6.0NRT,306,20.9,D
20.647,-74.971,322.5,1.4,1.2,2017-06-01,1835,A,37,6.0NRT,305.8,12.4,D
37.653,-121.522,325.4,1.3,1.1,2017-06-01,1845,T,73,6.0NRT,308.2,13.2,D
37.652,-121.507,330,1.3,1.1,2017-06-01,1845,T,80,6.0NRT,309.4,20.4,D
36.275,-119.328,347.4,1,1,2017-06-01,1845,T,92,6.0NRT,309.5,45.6,D
36.273,-119.316,336.1,1,1,2017-06-01,1845,T,83,6.0NRT,306.7,24.8,D
34.094,-117.389,325.1,1,1,2017-06-01,1845,T,71,6.0NRT,306.6,6.5,D
34.046,-117.377,326.1,1,1,2017-06-01,1845,T,56,6.0NRT,308.4,7.3,D
30.725,-112.81,330.1,1.9,1.3,2017-06-01,1845,T,77,6.0NRT,308,24.3,D
26.568,-108.466,327.7,4.7,2,2017-06-01,1845,T,58,6.0NRT,310.4,94.6,D
26.568,-108.471,326.3,4.7,2,2017-06-01,1845,T,50,6.0NRT,309.9,89.8,D
39.609,-122.003,314.3,1.5,1.2,2017-06-01,1840,T,54,6.0NRT,297.1,10.9,D
39.351,-122.047,309.8,1.5,1.2,2017-06-01,1840,T,37,6.0NRT,296.6,7.1,D
39.002,-121.622,322.8,1.4,1.2,2017-06-01,1840,T,76,6.0NRT,303.1,17.2,D
19.414,-155.279,326.1,3,1.7,2017-06-01,2025,T,67,6.0NRT,305.6,95.2,D
19.399,-155.281,358,3,1.7,2017-06-01,2025,T,99,6.0NRT,306.1,375.8,D
19.378,-155.063,344.3,2.9,1.6,2017-06-01,2025,T,92,6.0NRT,302,209.5,D
19.414,-155.286,319.1,3,1.7,2017-06-01,2025,T,50,6.0NRT,305.3,58.7,D
19.399,-155.288,352.1,3,1.7,2017-06-01,2025,T,96,6.0NRT,306.5,300.9,D
19.396,-155.259,329.3,3,1.7,2017-06-01,2025,T,67,6.0NRT,299.6,107.3,D
19.376,-155.07,341.2,2.9,1.6,2017-06-01,2025,T,90,6.0NRT,302.3,188.9,D
19.374,-155.045,321,2.9,1.6,2017-06-01,2025,T,38,6.0NRT,293.6,58.3,D
22.099,-80.677,330.1,1,1,2017-06-01,1840,A,73,6.0NRT,304,17.2,D
22.098,-80.687,334.5,1,1,2017-06-01,1840,A,83,6.0NRT,304,24.3,D
22.568,-79.553,319.6,1,1,2017-06-01,1840,A,35,6.0NRT,299,6.7,D
22.566,-79.563,319.9,1,1,2017-06-01,1840,A,18,6.0NRT,300.5,6.5,D
22.405,-80.913,330.5,1,1,2017-06-01,1840,A,64,6.0NRT,305.7,15.5,D
22.675,-80.775,330.3,1,1,2017-06-01,1840,A,79,6.0NRT,304.7,18.1,D
22.687,-80.757,327.2,1,1,2017-06-01,1840,A,41,6.0NRT,306.8,13.2,D
22.686,-80.767,335.3,1,1,2017-06-01,1840,A,84,6.0NRT,306.1,24.4,D
22.294,-83.376,314.6,1.4,1.2,2017-06-01,1840,A,13,6.0NRT,293,10.1,D
27.387,-80.624,348.9,1,1,2017-06-01,1840,A,82,6.0NRT,296.6,48.9,D
27.386,-80.634,397.3,1,1,2017-06-01,1840,A,94,6.0NRT,303,226.3,D
27.384,-80.644,323.1,1,1,2017-06-01,1840,A,60,6.0NRT,294.8,9.5,D
27.684,-81.31,326.2,1,1,2017-06-01,1840,A,79,6.0NRT,279.9,19.7,D
41.458,-81.679,323.2,1.1,1.1,2017-06-01,1845,A,77,6.0NRT,308,11.4,D
41.218,-83.806,333.1,1,1,2017-06-01,1845,A,83,6.0NRT,305.8,22.4,D
40.822,-88.426,326,1.2,1.1,2017-06-01,1845,A,69,6.0NRT,310.7,13,D
41.563,-84.05,322.7,1,1,2017-06-01,1845,A,70,6.0NRT,307.4,7.3,D
42.296,-83.155,325.4,1.1,1,2017-06-01,1845,A,76,6.0NRT,308.5,11.5,D
43.448,-85.721,317.6,1,1,2017-06-01,1845,A,69,6.0NRT,301.5,10.1,D
43.507,-86.138,311.8,1,1,2017-06-01,1845,A,43,6.0NRT,299.1,6.4,D
43.517,-86.134,314.8,1,1,2017-06-01,1845,A,56,6.0NRT,298.6,8,D
43.515,-86.146,325.4,1,1,2017-06-01,1845,A,80,6.0NRT,300.8,19,D
44.079,-87.706,313,1.1,1,2017-06-01,1845,A,31,6.0NRT,299.7,5.1,D
43.852,-89.639,321.5,1.2,1.1,2017-06-01,1845,A,74,6.0NRT,300.9,17.9,D
44.211,-88.711,316.3,1.1,1.1,2017-06-01,1845,A,42,6.0NRT,299.8,8.5,D
44.214,-88.717,315.9,1.1,1.1,2017-06-01,1845,A,58,6.0NRT,299.5,9.5,D
44.479,-87.934,314.2,1.1,1,2017-06-01,1845,A,45,6.0NRT,299.8,5.7,D
44.462,-88.095,318.1,1.1,1,2017-06-01,1845,A,57,6.0NRT,302,7.5,D
44.526,-88.093,316.9,1.1,1,2017-06-01,1845,A,32,6.0NRT,303,7.5,D
44.89,-89.523,312.9,1.2,1.1,2017-06-01,1845,A,57,6.0NRT,300.6,9.4,D
44.677,-97.079,324.5,2.8,1.6,2017-06-01,1845,A,65,6.0NRT,305.2,52.7,D
44.699,-97.052,323.9,2.8,1.6,2017-06-01,1845,A,55,6.0NRT,308,47.9,D
44.691,-97.086,328.8,2.8,1.6,2017-06-01,1845,A,78,6.0NRT,307,74.8,D
47.35,-93.179,306.1,1.5,1.2,2017-06-01,1845,A,36,6.0NRT,293.4,7.2,D
46.892,-97.561,320.2,2.6,1.5,2017-06-01,1845,A,70,6.0NRT,305.5,24.3,D
46.897,-97.568,321.7,2.6,1.5,2017-06-01,1845,A,72,6.0NRT,306.3,30.1,D
48.923,-96.412,314.8,1.9,1.4,2017-06-01,1845,A,61,6.0NRT,299.7,21.2,D
48.934,-96.418,325.4,1.9,1.4,2017-06-01,1845,A,78,6.0NRT,300,47.8,D
17.526,-100.884,324.1,1.1,1.1,2017-06-01,2015,A,52,6.0NRT,298,14.8,D
17.527,-101.022,324,1.1,1.1,2017-06-01,2015,A,67,6.0NRT,299,13.7,D
17.752,-101.398,321.7,1.1,1,2017-06-01,2015,A,66,6.0NRT,299.3,10.9,D
17.816,-101.403,326,1.1,1,2017-06-01,2015,A,67,6.0NRT,299.2,14.3,D
17.825,-101.405,322.9,1.1,1,2017-06-01,2015,A,58,6.0NRT,299.4,9.8,D
18.002,-101.527,346.6,1.1,1,2017-06-01,2015,A,92,6.0NRT,302.8,46.3,D
17.963,-101.813,325.9,1.1,1,2017-06-01,2015,A,67,6.0NRT,298.6,14.1,D
18.011,-101.528,325.6,1.1,1,2017-06-01,2015,A,27,6.0NRT,304.2,9,D
17.981,-101.886,323,1,1,2017-06-01,2015,A,54,6.0NRT,301.6,8,D
17.98,-101.896,322.6,1,1,2017-06-01,2015,A,56,6.0NRT,301.6,7.3,D
17.974,-101.935,329.9,1,1,2017-06-01,2015,A,65,6.0NRT,301.7,16.4,D
17.997,-101.908,322.8,1,1,2017-06-01,2015,A,45,6.0NRT,301.6,7,D
18.15,-101.019,327.7,1.1,1.1,2017-06-01,2015,A,65,6.0NRT,307.5,8.6,D
18.024,-101.968,333.7,1,1,2017-06-01,2015,A,79,6.0NRT,303.3,19.4,D
18.023,-101.978,351.4,1,1,2017-06-01,2015,A,95,6.0NRT,304.7,52.7,D
18.168,-100.955,328.8,1.1,1.1,2017-06-01,2015,A,69,6.0NRT,308.3,10.6,D
18.167,-100.966,329.3,1.1,1.1,2017-06-01,2015,A,75,6.0NRT,306.5,11.8,D
18.032,-101.979,325,1,1,2017-06-01,2015,A,58,6.0NRT,303.8,8.2,D
18.178,-100.957,330.9,1.1,1.1,2017-06-01,2015,A,77,6.0NRT,308.9,13.5,D
18.176,-100.968,329,1.1,1.1,2017-06-01,2015,A,74,6.0NRT,308.6,11.5,D
